 AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r,filename
0.48,0.55,0.84,0.43,0.55,0.54,0.74,0.86,0.34,0.4,0.78,0.63,0.59,0.45,0.83,0.76,0.51,09F_SA_o_SAD.csv
0.4,0.61,0.76,0.42,0.8,0.87,0.92,0.8,0.66,0.81,0.41,0.34,0.36,0.66,0.69,0.8,0.33,39M_AN_o_ANG.csv
0.76,0.86,0.39,0.78,0.28,0.24,0.43,0.25,0.33,0.43,0.51,0.61,0.24,0.59,0.38,0.58,0.52,03F_NE_c_NUT.csv
0.91,0.96,0.73,0.42,0.54,0.46,0.52,0.63,0.36,0.56,0.57,0.73,0.33,0.45,0.81,0.92,0.63,13F_SA_o_SAD.csv
0.67,0.67,0.84,0.85,0.59,0.55,0.73,0.61,0.52,0.5,0.39,0.9,0.26,0.8,0.44,0.44,0.44,10F_AN_c_ANG.csv
0.93,0.99,0.29,0.98,0.4,0.3,0.44,0.4,0.74,0.87,0.38,0.82,0.5,0.66,0.7,0.95,0.43,03F_SP_o_SUR.csv
0.59,0.82,0.71,0.41,0.64,0.83,0.81,0.47,0.55,0.68,0.51,0.79,0.52,0.61,0.64,0.85,0.78,41M_SA_c_SAD.csv
0.38,0.74,0.46,0.6,0.58,0.38,0.71,0.66,0.55,0.77,0.55,0.56,0.37,0.51,0.69,0.71,0.63,23M_NE_o_NUT.csv
0.43,0.43,0.88,0.27,0.75,0.82,0.97,0.93,0.39,0.55,0.54,0.46,0.54,0.46,0.98,0.94,0.55,24M_AN_o_ANG.csv
0.54,0.55,0.39,0.28,0.97,0.97,0.87,0.96,0.97,0.84,0.35,0.61,0.17,0.63,0.95,0.74,0.67,23M_HA_o_HPY.csv
0.84,0.92,0.6,0.84,0.49,0.57,0.52,0.81,0.33,0.45,0.61,0.82,0.34,0.6,0.69,0.93,0.55,27M_SA_o_SAD.csv
0.93,0.98,0.28,0.97,0.37,0.35,0.36,0.61,0.47,0.19,0.56,0.33,0.39,0.41,0.87,0.87,0.44,28M_FE_o_FER.csv
0.94,0.99,0.26,0.94,0.51,0.36,0.39,0.6,0.5,0.7,0.7,0.9,0.26,0.58,0.42,0.68,0.43,23M_FE_c_FER.csv
0.59,0.76,0.57,0.76,0.94,0.77,0.68,0.96,0.96,0.89,0.51,0.49,0.76,0.44,0.98,0.84,0.39,08F_HA_x_HPY.csv
0.58,0.73,0.86,0.2,0.82,0.87,0.91,0.9,0.49,0.63,0.8,0.65,0.57,0.42,0.94,0.9,0.58,16F_AN_o_ANG.csv
0.7,0.9,0.45,0.54,0.84,0.71,0.39,0.81,0.95,0.84,0.46,0.81,0.35,0.73,0.59,0.43,0.7,36M_HA_c_HPY.csv
0.92,0.98,0.2,0.99,0.43,0.17,0.29,0.38,0.32,0.36,0.59,0.71,0.79,0.47,0.76,0.74,0.39,38M_FE_o_FER.csv
0.82,0.93,0.49,0.81,0.41,0.43,0.4,0.32,0.52,0.57,0.47,0.62,0.28,0.57,0.92,0.8,0.48,14F_NE_c_NUT.csv
0.55,0.58,0.47,0.6,0.95,0.79,0.79,0.96,0.98,0.82,0.43,0.48,0.68,0.4,0.97,0.59,0.41,18F_HA_o_HPY.csv
0.92,0.98,0.46,0.74,0.88,0.69,0.48,0.91,0.97,0.95,0.35,0.66,0.42,0.69,0.94,0.84,0.47,22M_HA_x_HPY.csv
0.69,0.9,0.21,0.66,0.42,0.47,0.36,0.47,0.53,0.51,0.43,0.59,0.34,0.61,0.51,0.57,0.57,32M_NE_c_NUT.csv
0.94,0.99,0.09,0.99,0.38,0.37,0.3,0.44,0.64,0.76,0.5,0.73,0.66,0.65,0.59,0.65,0.38,11F_FE_c_FER.csv
0.68,0.94,0.78,0.54,0.9,0.9,0.98,0.95,0.6,0.8,0.4,0.65,0.46,0.42,0.97,0.82,0.47,19F_AN_o_ANG.csv
0.37,0.55,0.97,0.35,0.91,0.98,0.98,0.93,0.53,0.86,0.63,0.75,0.48,0.55,0.88,0.6,0.53,12F_AN_o_ANG.csv
0.87,0.97,0.14,0.57,0.76,0.78,0.16,0.72,0.95,0.87,0.36,0.45,0.27,0.68,0.62,0.41,0.81,43M_HA_c_HPY.csv
0.78,0.89,0.34,0.87,0.4,0.22,0.32,0.52,0.39,0.42,0.7,0.59,0.43,0.68,0.44,0.62,0.48,02F_NE_c_NUT.csv
0.55,0.56,0.93,0.85,0.6,0.61,0.59,0.62,0.34,0.43,0.75,0.96,0.37,0.8,0.17,0.78,0.39,30M_AN_c_ANG.csv
0.94,0.98,0.29,0.98,0.48,0.37,0.33,0.5,0.69,0.56,0.89,0.82,0.87,0.54,0.67,0.49,0.34,45M_FE_c_FER.csv
0.71,0.7,0.47,0.17,0.97,0.74,0.55,0.96,0.97,0.73,0.51,0.78,0.59,0.7,0.94,0.31,0.7,40M_HA_c_HPY.csv
0.76,0.48,0.99,0.26,0.5,0.83,0.65,0.83,0.28,0.64,0.9,0.94,0.84,0.49,0.94,0.7,0.66,12F_SA_c_SAD.csv
0.8,0.72,0.52,0.64,0.44,0.49,0.44,0.75,0.46,0.74,0.87,0.94,0.31,0.74,0.47,0.59,0.53,29M_SA_c_SAD.csv
0.62,0.85,0.32,0.78,0.85,0.76,0.63,0.91,0.94,0.86,0.36,0.34,0.46,0.5,0.93,0.63,0.52,32M_HA_o_HPY.csv
0.86,0.93,0.32,0.84,0.44,0.47,0.41,0.54,0.47,0.31,0.61,0.53,0.43,0.48,0.76,0.63,0.51,06F_NE_o_NUT.csv
0.73,0.67,0.67,0.21,0.87,0.8,0.82,0.89,0.59,0.83,0.68,0.49,0.91,0.56,0.92,0.95,0.77,40M_SA_o_SAD.csv
0.87,0.93,0.46,0.94,0.37,0.13,0.35,0.56,0.47,0.28,0.62,0.33,0.22,0.48,0.8,0.8,0.55,30M_SA_o_SAD.csv
0.98,1.0,0.36,0.97,0.3,0.11,0.22,0.55,0.42,0.3,0.67,0.83,0.6,0.49,0.35,0.44,0.39,33M_FE_c_FER.csv
0.95,0.98,0.34,0.93,0.55,0.43,0.44,0.4,0.63,0.8,0.41,0.59,0.49,0.59,0.75,0.83,0.53,23M_FE_o_FER.csv
0.68,0.71,0.47,0.77,0.36,0.34,0.44,0.41,0.41,0.54,0.48,0.78,0.22,0.67,0.38,0.67,0.55,05F_NE_c_NUT.csv
0.91,0.98,0.3,0.97,0.79,0.75,0.33,0.91,0.97,0.81,0.23,0.51,0.5,0.48,0.98,0.88,0.37,06F_HA_x_HPY.csv
0.8,0.96,0.7,0.96,0.76,0.83,0.93,0.95,0.64,0.46,0.6,0.58,0.54,0.35,0.99,0.9,0.38,34M_AN_o_ANG.csv
0.5,0.61,0.84,0.7,0.57,0.4,0.7,0.76,0.35,0.72,0.88,0.89,0.79,0.58,0.37,0.38,0.35,09F_SA_c_SAD.csv
0.28,0.41,0.94,0.25,0.54,0.59,0.82,0.84,0.26,0.8,0.94,0.98,0.68,0.65,0.37,0.78,0.64,20M_SA_c_SAD.csv
0.43,0.57,0.87,0.65,0.74,0.81,0.93,0.8,0.4,0.62,0.64,0.82,0.4,0.58,0.83,0.87,0.36,03F_AN_o_ANG.csv
0.73,0.73,0.76,0.77,0.59,0.61,0.55,0.53,0.41,0.37,0.59,0.68,0.41,0.5,0.65,0.7,0.54,06F_AN_c_ANG.csv
0.92,0.99,0.37,0.8,0.42,0.44,0.24,0.47,0.48,0.58,0.64,0.74,0.18,0.56,0.61,0.59,0.57,13F_NE_c_NUT.csv
0.66,0.34,0.84,0.34,0.71,0.86,0.76,0.82,0.59,0.71,0.55,0.57,0.46,0.43,0.8,0.9,0.73,24M_SA_o_SAD.csv
0.93,0.97,0.31,0.99,0.42,0.26,0.36,0.56,0.55,0.29,0.47,0.39,0.26,0.37,0.88,0.72,0.25,06F_FE_o_FER.csv
0.7,0.93,0.56,0.77,0.33,0.23,0.46,0.56,0.45,0.46,0.62,0.58,0.3,0.43,0.62,0.68,0.47,01F_NE_c_NUT.csv
0.85,0.98,0.4,0.98,0.38,0.09,0.36,0.53,0.7,0.71,0.51,0.66,0.48,0.55,0.69,0.97,0.5,10F_SP_o_SUR.csv
0.94,0.9,0.44,0.39,0.32,0.25,0.39,0.36,0.4,0.59,0.55,0.74,0.42,0.59,0.44,0.67,0.69,03F_SA_c_SAD.csv
0.37,0.67,0.46,0.64,0.9,0.79,0.59,0.92,0.97,0.83,0.37,0.49,0.24,0.51,0.94,0.86,0.65,37M_HA_o_HPY.csv
0.62,0.87,0.4,0.41,0.89,0.71,0.68,0.93,0.94,0.89,0.59,0.83,0.38,0.73,0.83,0.7,0.54,14F_HA_c_HPY.csv
0.45,0.85,0.41,0.89,0.44,0.25,0.52,0.67,0.46,0.64,0.5,0.56,0.27,0.51,0.82,0.84,0.57,37M_NE_o_NUT.csv
0.78,0.84,0.45,0.54,0.42,0.47,0.37,0.47,0.44,0.76,0.43,0.53,0.8,0.54,0.48,0.47,0.58,32M_SA_c_SAD.csv
0.64,0.83,0.37,0.95,0.34,0.2,0.47,0.47,0.49,0.3,0.62,0.41,0.29,0.39,0.67,0.55,0.37,18F_NE_o_NUT.csv
0.58,0.86,0.6,0.33,0.52,0.34,0.57,0.5,0.4,0.71,0.63,0.58,0.3,0.5,0.6,0.63,0.54,19F_NE_c_NUT.csv
0.94,0.98,0.5,0.99,0.25,0.38,0.29,0.41,0.4,0.37,0.64,0.67,0.44,0.53,0.75,0.93,0.43,08F_SP_o_SUR.csv
0.91,0.99,0.14,0.98,0.27,0.38,0.38,0.39,0.33,0.96,0.43,0.61,0.15,0.71,0.5,0.98,0.46,32M_SP_o_SUR.csv
0.93,0.97,0.63,0.99,0.35,0.61,0.3,0.43,0.58,0.45,0.57,0.84,0.37,0.7,0.55,0.84,0.39,08F_FE_c_FER.csv
0.58,0.4,0.8,0.42,0.91,0.95,0.61,0.81,0.89,0.91,0.62,0.93,0.86,0.81,0.53,0.42,0.48,43M_AN_c_ANG.csv
0.83,0.98,0.46,0.98,0.35,0.2,0.38,0.49,0.52,0.22,0.63,0.5,0.4,0.44,0.89,0.66,0.31,26M_FE_o_FER.csv
0.74,0.82,0.41,0.73,0.35,0.32,0.47,0.6,0.3,0.57,0.78,0.86,0.48,0.59,0.44,0.66,0.6,02F_SA_c_SAD.csv
0.74,0.92,0.31,0.95,0.44,0.49,0.42,0.48,0.45,0.59,0.52,0.66,0.45,0.63,0.74,0.81,0.51,11F_NE_o_NUT.csv
0.52,0.64,0.52,0.61,0.9,0.86,0.53,0.88,0.98,0.8,0.39,0.55,0.51,0.6,0.96,0.67,0.37,08F_HA_o_HPY.csv
0.82,0.87,0.96,0.27,0.64,0.55,0.66,0.81,0.31,0.56,0.8,0.79,0.39,0.41,0.88,0.87,0.52,19F_SA_o_SAD.csv
0.86,0.95,0.34,0.81,0.45,0.46,0.38,0.41,0.53,0.33,0.43,0.48,0.44,0.51,0.61,0.57,0.51,06F_NE_c_NUT.csv
0.3,0.37,0.9,0.33,0.55,0.48,0.48,0.39,0.42,0.39,0.47,0.75,0.37,0.74,0.54,0.66,0.5,36M_AN_c_ANG.csv
0.95,0.99,0.38,0.99,0.38,0.25,0.28,0.64,0.41,0.34,0.59,0.46,0.63,0.35,0.89,0.83,0.49,34M_FE_o_FER.csv
0.88,0.97,0.34,0.91,0.89,0.64,0.62,0.91,0.94,0.96,0.44,0.57,0.6,0.75,0.96,0.97,0.41,29M_HA_x_HPY.csv
0.92,0.99,0.29,0.96,0.48,0.34,0.49,0.74,0.54,0.56,0.48,0.49,0.28,0.51,0.92,0.84,0.49,35M_FE_o_FER.csv
0.83,0.92,0.32,0.96,0.51,0.34,0.53,0.51,0.47,0.28,0.46,0.7,0.36,0.45,0.78,0.74,0.48,21M_FE_o_FER.csv
0.93,0.99,0.54,0.52,0.54,0.53,0.33,0.56,0.47,0.69,0.7,0.85,0.31,0.45,0.74,0.62,0.6,13F_SA_c_SAD.csv
0.89,0.97,0.59,0.72,0.4,0.24,0.46,0.42,0.55,0.64,0.4,0.56,0.24,0.54,0.52,0.56,0.43,15F_NE_c_NUT.csv
0.76,0.82,0.21,0.95,0.4,0.26,0.36,0.41,0.52,0.25,0.6,0.58,0.16,0.51,0.46,0.64,0.45,28M_NE_c_NUT.csv
0.72,0.7,0.67,0.7,0.38,0.23,0.6,0.47,0.24,0.18,0.64,0.59,0.28,0.45,0.64,0.74,0.53,26M_SA_o_SAD.csv
0.92,0.99,0.22,0.95,0.91,0.91,0.5,0.89,0.97,0.79,0.22,0.18,0.19,0.82,0.87,0.61,0.44,43M_HA_x_HPY.csv
0.53,0.58,0.32,0.39,0.94,0.91,0.66,0.95,0.96,0.63,0.68,0.69,0.51,0.59,0.94,0.65,0.53,02F_HA_o_HPY.csv
0.88,0.98,0.45,0.96,0.63,0.58,0.55,0.66,0.66,0.55,0.64,0.47,0.8,0.32,0.9,0.72,0.36,09F_FE_o_FER.csv
0.64,0.75,0.41,0.46,0.82,0.31,0.55,0.82,0.81,0.87,0.33,0.43,0.72,0.57,0.98,0.86,0.53,40M_NE_o_NUT.csv
0.82,0.97,0.48,0.76,0.31,0.41,0.44,0.53,0.36,0.56,0.54,0.39,0.36,0.46,0.58,0.66,0.43,17F_NE_o_NUT.csv
0.66,0.77,0.42,0.29,0.41,0.58,0.46,0.63,0.4,0.7,0.55,0.74,0.15,0.71,0.37,0.4,0.62,35M_NE_c_NUT.csv
0.91,0.95,0.55,0.35,0.77,0.81,0.8,0.91,0.61,0.8,0.88,0.95,0.58,0.5,0.73,0.53,0.75,23M_SA_c_SAD.csv
0.45,0.66,0.35,0.77,0.85,0.59,0.69,0.84,0.93,0.87,0.49,0.78,0.68,0.64,0.66,0.49,0.41,18F_HA_c_HPY.csv
0.94,0.98,0.71,0.91,0.42,0.37,0.35,0.64,0.58,0.65,0.62,0.66,0.38,0.53,0.45,0.58,0.35,15F_FE_c_FER.csv
0.61,0.84,0.47,0.55,0.49,0.53,0.67,0.39,0.46,0.37,0.39,0.57,0.41,0.51,0.51,0.7,0.59,33M_NE_c_NUT.csv
0.86,0.97,0.19,0.98,0.29,0.19,0.29,0.33,0.4,0.45,0.5,0.75,0.84,0.62,0.68,0.54,0.51,05F_FE_o_FER.csv
0.87,0.98,0.31,0.98,0.36,0.11,0.45,0.62,0.49,0.19,0.48,0.42,0.53,0.41,0.9,0.9,0.38,30M_FE_o_FER.csv
0.85,0.97,0.31,0.98,0.36,0.28,0.3,0.54,0.47,0.39,0.41,0.66,0.2,0.41,0.97,0.84,0.4,06F_SP_o_SUR.csv
0.49,0.7,0.94,0.8,0.89,0.97,0.98,0.93,0.72,0.76,0.57,0.55,0.79,0.54,0.99,0.96,0.51,42M_AN_o_ANG.csv
0.15,0.51,0.71,0.25,0.79,0.76,0.96,0.79,0.47,0.76,0.53,0.48,0.59,0.45,0.98,0.93,0.29,37M_AN_o_ANG.csv
0.82,0.97,0.29,0.99,0.36,0.31,0.22,0.41,0.67,0.68,0.32,0.83,0.36,0.62,0.69,0.94,0.51,05F_SP_o_SUR.csv
0.92,0.98,0.39,0.98,0.67,0.52,0.34,0.85,0.88,0.8,0.53,0.81,0.85,0.51,0.94,0.85,0.36,07F_FE_o_FER.csv
0.65,0.6,0.51,0.4,0.57,0.73,0.38,0.38,0.36,0.81,0.55,0.8,0.87,0.81,0.56,0.3,0.79,43M_SA_c_SAD.csv
0.85,0.97,0.55,0.96,0.26,0.27,0.39,0.57,0.34,0.43,0.54,0.44,0.45,0.36,0.84,0.87,0.33,17F_FE_o_FER.csv
0.7,0.63,0.49,0.16,0.41,0.51,0.48,0.58,0.36,0.64,0.58,0.59,0.48,0.59,0.66,0.87,0.8,35M_SA_o_SAD.csv
0.88,0.98,0.56,0.98,0.33,0.15,0.25,0.53,0.45,0.39,0.4,0.67,0.38,0.36,0.94,0.92,0.45,01F_SP_o_SUR.csv
0.62,0.53,0.89,0.91,0.38,0.64,0.52,0.54,0.34,0.82,0.63,0.94,0.73,0.73,0.3,0.68,0.37,11F_AN_c_ANG.csv
0.9,0.91,0.71,0.61,0.58,0.5,0.41,0.74,0.62,0.77,0.58,0.7,0.35,0.42,0.5,0.55,0.35,15F_SA_c_SAD.csv
0.88,0.98,0.36,0.99,0.29,0.16,0.3,0.7,0.45,0.43,0.89,0.96,0.32,0.73,0.39,0.46,0.39,22M_FE_c_FER.csv
0.47,0.55,0.29,0.39,0.94,0.84,0.62,0.94,0.98,0.78,0.28,0.27,0.16,0.72,0.97,0.62,0.65,43M_HA_o_HPY.csv
0.69,0.89,0.82,0.26,0.56,0.73,0.71,0.64,0.38,0.55,0.77,0.72,0.52,0.42,0.81,0.92,0.57,16F_SA_o_SAD.csv
0.51,0.79,0.78,0.43,0.76,0.67,0.83,0.78,0.53,0.77,0.72,0.58,0.81,0.46,0.91,0.56,0.47,36M_AN_o_ANG.csv
0.66,0.94,0.56,0.4,0.5,0.57,0.63,0.42,0.42,0.4,0.61,0.65,0.4,0.49,0.62,0.76,0.5,16F_NE_c_NUT.csv
0.48,0.87,0.5,0.86,0.93,0.82,0.82,0.94,0.93,0.92,0.51,0.82,0.6,0.65,0.9,0.98,0.38,09F_HA_x_HPY.csv
0.91,0.9,0.71,0.92,0.33,0.67,0.35,0.57,0.48,0.3,0.66,0.56,0.41,0.54,0.86,0.96,0.53,08F_SA_o_SAD.csv
0.33,0.52,0.74,0.29,0.43,0.67,0.74,0.49,0.38,0.58,0.54,0.89,0.49,0.67,0.22,0.4,0.4,25M_AN_c_ANG.csv
0.41,0.68,0.34,0.81,0.51,0.39,0.59,0.57,0.53,0.22,0.47,0.58,0.17,0.54,0.4,0.44,0.38,27M_NE_o_NUT.csv
0.8,0.95,0.31,0.45,0.94,0.7,0.76,0.93,0.93,0.97,0.47,0.36,0.88,0.56,0.97,0.71,0.67,40M_HA_x_HPY.csv
0.65,0.86,0.4,0.94,0.37,0.28,0.39,0.42,0.46,0.39,0.45,0.28,0.37,0.43,0.71,0.73,0.65,34M_NE_o_NUT.csv
0.6,0.39,0.41,0.36,0.95,0.92,0.66,0.9,0.92,0.8,0.51,0.85,0.37,0.78,0.71,0.71,0.63,21M_HA_c_HPY.csv
0.61,0.74,0.32,0.59,0.9,0.77,0.36,0.88,0.97,0.55,0.35,0.48,0.32,0.59,0.96,0.52,0.56,22M_HA_o_HPY.csv
0.89,0.97,0.34,0.99,0.34,0.3,0.41,0.5,0.44,0.81,0.51,0.75,0.11,0.72,0.79,0.67,0.38,29M_SP_o_SUR.csv
0.94,0.98,0.44,0.98,0.46,0.31,0.29,0.65,0.72,0.87,0.41,0.77,0.48,0.64,0.59,0.6,0.36,29M_FE_c_FER.csv
0.57,0.81,0.41,0.73,0.46,0.31,0.47,0.4,0.51,0.31,0.59,0.54,0.44,0.63,0.53,0.6,0.63,10F_NE_c_NUT.csv
0.84,0.97,0.35,0.96,0.81,0.56,0.49,0.87,0.93,0.85,0.34,0.64,0.24,0.63,0.9,0.9,0.51,34M_HA_x_HPY.csv
0.49,0.56,0.82,0.43,0.73,0.66,0.75,0.86,0.62,0.53,0.36,0.49,0.49,0.58,0.85,0.85,0.44,02f_an_o_ANG.csv
0.86,0.94,0.38,0.7,0.37,0.34,0.39,0.47,0.55,0.57,0.56,0.65,0.61,0.62,0.86,0.73,0.52,14F_NE_o_NUT.csv
0.9,0.98,0.16,0.99,0.76,0.29,0.33,0.57,0.56,0.76,0.24,0.31,0.64,0.64,0.9,0.23,0.19,39M_FE_c_FER.csv
0.81,0.92,0.34,0.33,0.9,0.82,0.63,0.88,0.95,0.84,0.39,0.56,0.64,0.41,0.99,0.9,0.61,03F_HA_x_HPY.csv
0.47,0.59,0.45,0.23,0.92,0.83,0.69,0.89,0.95,0.87,0.45,0.88,0.31,0.78,0.64,0.43,0.68,20M_HA_c_HPY.csv
0.43,0.39,0.79,0.28,0.54,0.83,0.85,0.75,0.31,0.64,0.7,0.81,0.21,0.71,0.33,0.62,0.61,24M_AN_c_ANG.csv
0.58,0.79,0.53,0.39,0.92,0.9,0.62,0.95,0.97,0.87,0.34,0.57,0.38,0.54,0.98,0.9,0.48,25M_HA_x_HPY.csv
0.28,0.36,0.74,0.37,0.83,0.66,0.84,0.92,0.74,0.34,0.37,0.31,0.3,0.58,0.98,0.65,0.35,22M_AN_o_ANG.csv
0.98,1.0,0.4,0.98,0.37,0.24,0.27,0.4,0.54,0.31,0.44,0.25,0.4,0.38,0.8,0.93,0.42,33M_SP_o_SUR.csv
0.91,0.97,0.59,0.98,0.43,0.33,0.3,0.37,0.6,0.85,0.55,0.65,0.83,0.54,0.94,0.83,0.29,14F_FE_o_FER.csv
0.65,0.48,0.73,0.45,0.66,0.47,0.82,0.87,0.58,0.94,0.64,0.94,0.27,0.77,0.4,0.88,0.38,07F_AN_c_ANG.csv
0.84,0.94,0.47,1.0,0.56,0.53,0.32,0.6,0.72,0.83,0.39,0.78,0.78,0.72,0.68,0.73,0.37,12F_FE_c_FER.csv
0.53,0.55,0.39,0.53,0.79,0.82,0.44,0.75,0.88,0.78,0.52,0.95,0.24,0.82,0.34,0.35,0.55,22M_HA_c_HPY.csv
0.89,0.98,0.43,0.66,0.48,0.42,0.33,0.47,0.44,0.48,0.61,0.69,0.12,0.49,0.8,0.71,0.58,13F_NE_o_NUT.csv
0.81,0.75,0.91,0.44,0.58,0.55,0.51,0.77,0.47,0.52,0.68,0.64,0.47,0.39,0.9,0.9,0.58,06F_SA_o_SAD.csv
0.46,0.67,0.33,0.44,0.84,0.67,0.66,0.82,0.9,0.73,0.38,0.74,0.24,0.76,0.61,0.51,0.58,26M_HA_c_HPY.csv
0.91,0.97,0.24,0.97,0.75,0.57,0.36,0.81,0.84,0.62,0.89,0.55,0.93,0.5,0.91,0.71,0.38,45M_FE_o_FER.csv
0.79,0.94,0.2,0.92,0.56,0.47,0.42,0.71,0.81,0.84,0.55,0.93,0.41,0.79,0.34,0.71,0.45,30M_HA_c_HPY.csv
0.9,0.99,0.51,0.98,0.36,0.57,0.46,0.4,0.45,0.39,0.77,0.68,0.31,0.49,0.55,0.69,0.33,09F_FE_c_FER.csv
0.61,0.89,0.38,0.7,0.49,0.44,0.68,0.59,0.69,0.41,0.41,0.41,0.12,0.65,0.9,0.86,0.63,20M_SP_o_SUR.csv
0.76,0.89,0.13,0.66,0.71,0.29,0.58,0.49,0.45,0.97,0.56,0.7,0.37,0.87,0.78,0.3,0.4,39M_NE_o_NUT.csv
0.87,0.99,0.22,1.0,0.47,0.26,0.19,0.53,0.67,0.88,0.49,0.58,0.6,0.43,0.93,0.9,0.4,11F_FE_o_FER.csv
0.46,0.62,0.53,0.59,0.53,0.3,0.63,0.61,0.47,0.57,0.49,0.36,0.12,0.46,0.79,0.87,0.55,29M_NE_o_NUT.csv
0.45,0.52,0.8,0.84,0.42,0.56,0.48,0.6,0.29,0.52,0.8,0.9,0.58,0.69,0.33,0.66,0.41,02f_an_c_ANG.csv
0.58,0.63,0.41,0.46,0.84,0.69,0.72,0.91,0.85,0.86,0.36,0.81,0.44,0.72,0.89,0.92,0.5,05F_HA_x_HPY.csv
0.71,0.86,0.37,0.57,0.89,0.73,0.59,0.91,0.95,0.82,0.34,0.36,0.55,0.61,0.96,0.4,0.53,38M_HA_o_HPY.csv
0.48,0.29,0.47,0.24,0.97,0.96,0.67,0.96,0.97,0.71,0.45,0.51,0.33,0.74,0.95,0.86,0.6,21M_HA_o_HPY.csv
0.92,0.99,0.53,0.99,0.28,0.31,0.31,0.5,0.46,0.61,0.8,0.79,0.52,0.52,0.72,0.72,0.39,01F_FE_c_FER.csv
0.35,0.51,0.83,0.58,0.43,0.39,0.73,0.61,0.26,0.41,0.43,0.82,0.23,0.69,0.25,0.52,0.36,26M_AN_c_ANG.csv
0.58,0.33,0.86,0.38,0.77,0.9,0.73,0.72,0.52,0.77,0.47,0.86,0.08,0.68,0.45,0.47,0.63,29M_AN_c_ANG.csv
0.84,0.92,0.43,0.78,0.43,0.17,0.28,0.47,0.49,0.78,0.49,0.81,0.38,0.6,0.75,0.68,0.49,14F_SA_c_SAD.csv
0.35,0.4,0.88,0.12,0.86,0.92,0.98,0.93,0.54,0.59,0.74,0.66,0.61,0.46,0.96,0.75,0.51,09F_AN_o_ANG.csv
0.61,0.87,0.46,0.59,0.5,0.45,0.47,0.45,0.47,0.28,0.6,0.37,0.37,0.5,0.82,0.75,0.65,10F_NE_o_NUT.csv
0.5,0.37,0.95,0.14,0.68,0.73,0.65,0.63,0.34,0.84,0.56,0.85,0.51,0.75,0.28,0.54,0.65,35M_AN_c_ANG.csv
0.84,0.78,0.62,0.83,0.54,0.6,0.5,0.75,0.68,0.46,0.74,0.92,0.47,0.65,0.6,0.75,0.36,45M_SA_c_SAD.csv
0.78,0.92,0.48,0.64,0.35,0.42,0.44,0.58,0.22,0.32,0.65,0.72,0.27,0.59,0.71,0.87,0.68,02F_SA_o_SAD.csv
0.47,0.42,0.48,0.54,0.42,0.38,0.63,0.5,0.29,0.46,0.56,0.57,0.18,0.51,0.62,0.76,0.59,24M_NE_o_NUT.csv
0.35,0.62,0.67,0.97,0.58,0.36,0.54,0.72,0.57,0.56,0.37,0.6,0.14,0.55,0.81,0.57,0.26,14F_AN_o_ANG.csv
0.49,0.67,0.59,0.95,0.78,0.64,0.83,0.81,0.69,0.78,0.28,0.4,0.42,0.37,0.97,0.61,0.16,38M_AN_o_ANG.csv
0.84,0.72,0.57,0.52,0.51,0.62,0.32,0.65,0.49,0.54,0.81,0.93,0.35,0.54,0.45,0.53,0.49,27M_SA_c_SAD.csv
0.48,0.77,0.92,0.77,0.57,0.5,0.71,0.67,0.47,0.75,0.63,0.9,0.31,0.6,0.52,0.59,0.48,01f_an_c_ANG.csv
0.37,0.42,0.99,0.32,0.88,0.97,0.87,0.86,0.73,0.85,0.49,0.84,0.36,0.71,0.69,0.68,0.64,12F_AN_c_ANG.csv
0.68,0.87,0.59,0.75,0.95,0.78,0.48,0.94,0.99,0.9,0.4,0.5,0.46,0.5,0.98,0.76,0.61,12F_HA_x_HPY.csv
0.7,0.94,0.41,0.75,0.9,0.82,0.61,0.91,0.96,0.9,0.51,0.95,0.29,0.64,0.61,0.44,0.79,33M_HA_c_HPY.csv
0.26,0.21,0.61,0.25,0.92,0.89,0.7,0.84,0.96,0.82,0.36,0.57,0.29,0.53,0.91,0.62,0.56,24M_HA_o_HPY.csv
0.47,0.73,0.44,0.74,0.35,0.19,0.61,0.44,0.34,0.33,0.46,0.71,0.21,0.65,0.38,0.64,0.52,26M_NE_c_NUT.csv
0.45,0.75,0.5,0.36,0.93,0.91,0.83,0.91,0.97,0.89,0.17,0.5,0.27,0.55,0.94,0.89,0.74,41M_HA_o_HPY.csv
0.93,0.99,0.4,0.98,0.41,0.21,0.23,0.62,0.45,0.63,0.42,0.58,0.14,0.6,0.86,0.79,0.61,13F_SP_o_SUR.csv
0.72,0.76,0.77,0.51,0.72,0.74,0.72,0.8,0.43,0.77,0.88,0.87,0.96,0.58,0.94,0.63,0.68,42M_SA_c_SAD.csv
0.7,0.87,0.42,0.52,0.51,0.55,0.69,0.52,0.53,0.37,0.63,0.59,0.27,0.52,0.83,0.89,0.72,42M_NE_o_NUT.csv
0.43,0.3,0.87,0.41,0.61,0.59,0.72,0.75,0.31,0.49,0.63,0.47,0.68,0.48,0.92,0.85,0.5,28M_AN_o_ANG.csv
0.87,0.97,0.16,0.96,0.92,0.83,0.45,0.8,0.96,0.88,0.34,0.41,0.34,0.69,0.92,0.65,0.43,11F_HA_x_HPY.csv
