 AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r,filename
0.5,0.59,0.37,0.91,0.1,0.18,0.33,0.16,0.22,0.08,0.66,0.73,0.39,0.41,0.47,0.64,0.16,S138_004_00000013_SUR.csv
0.38,0.17,0.16,0.17,0.81,0.88,0.43,0.56,0.93,0.72,0.52,0.13,0.61,0.37,0.65,0.3,0.69,S061_002_00000015_HPY.csv
0.91,0.93,0.67,0.58,0.14,0.48,0.25,0.23,0.49,0.25,0.78,0.34,0.75,0.2,0.92,0.69,0.58,S088_001_00000017_SUR.csv
0.23,0.17,0.52,0.24,0.93,0.77,0.51,0.8,0.92,0.87,0.34,0.21,0.8,0.46,0.95,0.67,0.67,S010_006_00000014_HPY.csv
0.61,0.22,0.71,0.18,0.54,0.8,0.66,0.29,0.52,0.46,0.43,0.78,0.51,0.57,0.32,0.63,0.57,S072_005_00000018_ANG.csv
0.27,0.12,0.75,0.13,0.83,0.94,0.57,0.64,0.94,0.74,0.47,0.28,0.61,0.41,0.89,0.64,0.8,S092_004_00000022_HPY.csv
0.18,0.09,0.42,0.19,0.44,0.81,0.68,0.24,0.47,0.78,0.73,0.62,0.79,0.47,0.34,0.52,0.38,S028_001_00000022_ANG.csv
0.38,0.17,0.72,0.28,0.39,0.48,0.56,0.16,0.26,0.3,0.57,0.75,0.55,0.5,0.24,0.27,0.52,S066_005_00000010_ANG.csv
0.49,0.18,0.46,0.42,0.44,0.52,0.61,0.31,0.19,0.22,0.73,0.72,0.88,0.5,0.2,0.36,0.47,S506_001_00000038_ANG.csv
0.48,0.28,0.67,0.23,0.87,0.89,0.66,0.72,0.95,0.85,0.51,0.3,0.78,0.35,0.93,0.53,0.74,S099_004_00000015_HPY.csv
0.9,0.95,0.51,0.71,0.18,0.51,0.24,0.27,0.58,0.2,0.75,0.67,0.52,0.4,0.7,0.62,0.71,S110_001_00000011_SUR.csv
0.78,0.91,0.44,0.85,0.14,0.22,0.33,0.23,0.29,0.35,0.67,0.6,0.57,0.5,0.69,0.78,0.41,S094_001_00000008_SUR.csv
0.26,0.26,0.9,0.26,0.61,0.72,0.74,0.25,0.15,0.53,0.55,0.81,0.88,0.49,0.31,0.59,0.65,S029_001_00000017_ANG.csv
0.36,0.22,0.48,0.17,0.96,0.9,0.75,0.88,0.95,0.68,0.68,0.29,0.81,0.38,0.94,0.63,0.67,S132_006_00000023_HPY.csv
0.87,0.35,0.82,0.61,0.22,0.39,0.41,0.2,0.34,0.3,0.9,0.68,0.61,0.34,0.3,0.29,0.94,S093_001_00000018_SAD.csv
0.83,0.36,0.78,0.34,0.25,0.52,0.36,0.22,0.31,0.17,0.58,0.55,0.46,0.51,0.28,0.31,0.65,S095_010_00000012_SAD.csv
0.83,0.77,0.68,0.46,0.23,0.23,0.75,0.57,0.43,0.27,0.89,0.75,0.78,0.41,0.41,0.42,0.51,S026_002_00000016_SAD.csv
0.44,0.23,0.8,0.56,0.73,0.93,0.65,0.63,0.67,0.71,0.66,0.44,0.87,0.43,0.8,0.5,0.66,S032_004_00000014_FER.csv
0.46,0.5,0.39,0.88,0.11,0.16,0.34,0.17,0.23,0.09,0.65,0.77,0.47,0.44,0.53,0.67,0.16,S138_004_00000011_SUR.csv
0.94,0.97,0.31,0.7,0.12,0.37,0.15,0.14,0.42,0.18,0.7,0.67,0.58,0.33,0.49,0.72,0.69,S097_001_00000021_SUR.csv
0.87,0.88,0.44,0.68,0.26,0.46,0.32,0.17,0.44,0.26,0.79,0.47,0.76,0.43,0.75,0.65,0.57,S111_001_00000012_SUR.csv
0.32,0.24,0.22,0.39,0.78,0.68,0.32,0.82,0.95,0.89,0.35,0.25,0.54,0.23,0.92,0.37,0.88,S083_003_00000017_HPY.csv
0.72,0.85,0.54,0.76,0.19,0.47,0.43,0.2,0.38,0.08,0.75,0.25,0.65,0.29,0.75,0.55,0.61,S107_001_00000009_SUR.csv
0.92,0.83,0.62,0.61,0.21,0.46,0.25,0.18,0.36,0.12,0.66,0.32,0.54,0.23,0.84,0.72,0.57,S095_001_00000015_SUR.csv
0.5,0.3,0.65,0.17,0.59,0.93,0.64,0.35,0.33,0.32,0.64,0.75,0.54,0.49,0.33,0.58,0.64,S112_005_00000016_ANG.csv
0.41,0.21,0.91,0.19,0.41,0.89,0.65,0.26,0.38,0.36,0.65,0.81,0.42,0.55,0.35,0.69,0.69,S092_003_00000014_ANG.csv
0.84,0.76,0.72,0.43,0.31,0.59,0.23,0.15,0.52,0.26,0.88,0.7,0.91,0.5,0.41,0.75,0.65,S504_006_00000016_SAD.csv
0.27,0.14,0.23,0.11,0.84,0.78,0.43,0.78,0.96,0.79,0.36,0.25,0.74,0.34,0.95,0.62,0.68,S052_004_00000033_HPY.csv
0.53,0.37,0.63,0.47,0.78,0.92,0.67,0.81,0.93,0.85,0.45,0.29,0.67,0.36,0.94,0.63,0.68,S097_006_00000019_HPY.csv
0.26,0.32,0.37,0.43,0.93,0.8,0.75,0.8,0.94,0.91,0.6,0.5,0.89,0.4,0.89,0.28,0.7,S125_005_00000011_HPY.csv
0.86,0.93,0.74,0.8,0.2,0.51,0.28,0.18,0.4,0.18,0.72,0.53,0.66,0.3,0.9,0.81,0.42,S076_001_00000015_SUR.csv
0.71,0.41,0.71,0.45,0.49,0.53,0.38,0.56,0.6,0.41,0.66,0.4,0.87,0.25,0.81,0.17,0.31,S138_001_00000011_FER.csv
0.75,0.83,0.41,0.74,0.14,0.03,0.2,0.51,0.37,0.45,0.48,0.56,0.6,0.27,0.87,0.78,0.36,S079_001_00000011_SUR.csv
0.66,0.71,0.23,0.98,0.24,0.17,0.32,0.16,0.3,0.37,0.77,0.35,0.96,0.41,0.67,0.49,0.21,S065_002_00000020_FER.csv
0.85,0.86,0.18,0.98,0.09,0.53,0.19,0.14,0.31,0.07,0.68,0.24,0.67,0.13,0.82,0.71,0.14,S082_001_00000013_SUR.csv
0.37,0.41,0.35,0.28,0.83,0.64,0.7,0.61,0.93,0.9,0.71,0.49,0.9,0.51,0.88,0.58,0.44,S137_011_00000018_HPY.csv
0.32,0.17,0.85,0.26,0.35,0.76,0.73,0.27,0.29,0.13,0.56,0.5,0.57,0.45,0.38,0.55,0.9,S089_003_00000034_ANG.csv
0.86,0.92,0.46,0.62,0.19,0.32,0.44,0.29,0.37,0.25,0.7,0.34,0.78,0.22,0.95,0.78,0.55,S071_001_00000011_SUR.csv
0.53,0.22,0.36,0.52,0.2,0.56,0.36,0.12,0.29,0.13,0.78,0.6,0.59,0.41,0.31,0.28,0.43,S064_004_00000014_SAD.csv
0.52,0.18,0.5,0.42,0.2,0.55,0.44,0.24,0.21,0.2,0.74,0.35,0.79,0.24,0.37,0.37,0.46,S080_005_00000013_SAD.csv
0.26,0.27,0.9,0.37,0.4,0.67,0.64,0.15,0.35,0.57,0.7,0.73,0.72,0.55,0.22,0.4,0.75,S071_004_00000028_ANG.csv
0.43,0.42,0.22,0.14,0.91,0.57,0.55,0.89,0.97,0.93,0.48,0.41,0.8,0.36,0.9,0.55,0.53,S070_003_00000015_HPY.csv
0.27,0.21,0.74,0.43,0.49,0.75,0.58,0.29,0.3,0.42,0.58,0.73,0.76,0.52,0.27,0.52,0.67,S032_003_00000016_ANG.csv
0.92,0.97,0.61,0.92,0.14,0.26,0.19,0.13,0.35,0.16,0.79,0.53,0.63,0.33,0.54,0.4,0.38,S073_001_00000012_SUR.csv
0.44,0.08,0.85,0.31,0.28,0.48,0.37,0.2,0.21,0.18,0.84,0.73,0.67,0.34,0.6,0.24,0.46,S131_003_00000022_SAD.csv
0.86,0.93,0.53,0.84,0.15,0.41,0.13,0.18,0.42,0.2,0.64,0.47,0.72,0.21,0.87,0.75,0.3,S113_001_00000012_SUR.csv
0.85,0.42,0.75,0.63,0.23,0.13,0.34,0.25,0.24,0.33,0.94,0.81,0.91,0.57,0.26,0.28,0.52,S506_006_00000040_SAD.csv
0.74,0.76,0.42,0.68,0.15,0.04,0.21,0.47,0.38,0.44,0.51,0.54,0.58,0.28,0.86,0.74,0.37,S079_001_00000010_SUR.csv
0.76,0.77,0.32,0.94,0.14,0.28,0.17,0.07,0.31,0.16,0.57,0.64,0.53,0.47,0.54,0.56,0.28,S131_001_00000016_SUR.csv
0.7,0.37,0.92,0.37,0.49,0.46,0.62,0.73,0.39,0.41,0.95,0.86,0.66,0.39,0.49,0.33,0.91,S014_002_00000014_SAD.csv
0.37,0.19,0.92,0.25,0.44,0.92,0.62,0.27,0.38,0.37,0.62,0.77,0.42,0.56,0.37,0.7,0.72,S092_003_00000012_ANG.csv
0.82,0.89,0.42,0.69,0.1,0.08,0.27,0.18,0.28,0.2,0.48,0.43,0.56,0.28,0.85,0.54,0.33,S130_001_00000018_SUR.csv
0.73,0.77,0.21,0.59,0.25,0.45,0.35,0.41,0.52,0.38,0.5,0.37,0.73,0.39,0.93,0.9,0.41,S062_002_00000014_SUR.csv
0.45,0.25,0.65,0.17,0.9,0.94,0.74,0.82,0.93,0.79,0.46,0.43,0.83,0.39,0.89,0.64,0.61,S108_008_00000012_HPY.csv
0.91,0.95,0.46,0.66,0.15,0.5,0.25,0.27,0.57,0.22,0.72,0.75,0.53,0.46,0.65,0.69,0.7,S110_001_00000012_SUR.csv
0.48,0.42,0.35,0.23,0.88,0.84,0.85,0.86,0.94,0.95,0.68,0.55,0.87,0.4,0.86,0.46,0.57,S133_010_00000013_HPY.csv
0.5,0.47,0.58,0.34,0.18,0.22,0.59,0.28,0.22,0.27,0.59,0.86,0.76,0.61,0.21,0.56,0.63,S133_003_00000046_ANG.csv
0.75,0.67,0.54,0.91,0.49,0.43,0.34,0.34,0.56,0.59,0.76,0.43,0.92,0.48,0.58,0.35,0.15,S501_004_00000054_FER.csv
0.27,0.13,0.12,0.14,0.6,0.67,0.39,0.38,0.89,0.72,0.49,0.27,0.66,0.33,0.73,0.33,0.32,S091_003_00000021_HPY.csv
0.8,0.81,0.1,0.98,0.23,0.41,0.17,0.1,0.51,0.4,0.7,0.34,0.93,0.32,0.58,0.29,0.16,S091_001_00000014_FER.csv
0.33,0.22,0.44,0.38,0.91,0.64,0.74,0.83,0.9,0.89,0.54,0.26,0.75,0.4,0.88,0.19,0.75,S100_006_00000016_HPY.csv
0.27,0.13,0.76,0.14,0.86,0.96,0.61,0.7,0.94,0.66,0.48,0.23,0.58,0.41,0.9,0.61,0.75,S092_004_00000023_HPY.csv
0.53,0.2,0.43,0.4,0.37,0.47,0.45,0.55,0.42,0.46,0.52,0.64,0.57,0.61,0.24,0.33,0.47,S117_006_00000009_ANG.csv
0.7,0.36,0.9,0.38,0.51,0.57,0.61,0.76,0.39,0.37,0.95,0.84,0.62,0.43,0.45,0.35,0.85,S014_002_00000015_SAD.csv
0.47,0.08,0.53,0.2,0.39,0.96,0.55,0.17,0.51,0.61,0.53,0.66,0.63,0.44,0.35,0.42,0.64,S037_003_00000021_ANG.csv
0.36,0.1,0.58,0.25,0.9,0.83,0.51,0.73,0.95,0.8,0.47,0.25,0.49,0.4,0.88,0.33,0.51,S087_005_00000012_HPY.csv
0.72,0.68,0.29,0.93,0.08,0.67,0.31,0.2,0.25,0.14,0.79,0.77,0.53,0.33,0.49,0.63,0.15,S080_001_00000016_SUR.csv
0.28,0.15,0.28,0.32,0.85,0.73,0.61,0.87,0.95,0.86,0.42,0.29,0.62,0.34,0.91,0.54,0.6,S075_006_00000025_HPY.csv
0.19,0.05,0.19,0.16,0.93,0.99,0.58,0.92,0.96,0.89,0.46,0.21,0.68,0.34,0.95,0.45,0.6,S085_002_00000013_HPY.csv
0.78,0.81,0.32,0.51,0.35,0.14,0.27,0.4,0.67,0.79,0.75,0.33,0.96,0.33,0.7,0.38,0.58,S050_001_00000017_FER.csv
0.43,0.28,0.41,0.38,0.88,0.71,0.39,0.75,0.95,0.84,0.31,0.34,0.64,0.48,0.86,0.42,0.72,S079_004_00000024_HPY.csv
0.9,0.97,0.2,0.81,0.06,0.14,0.11,0.15,0.26,0.13,0.66,0.37,0.68,0.19,0.69,0.56,0.31,S089_001_00000015_SUR.csv
0.73,0.64,0.24,0.94,0.05,0.54,0.22,0.17,0.17,0.11,0.88,0.6,0.66,0.24,0.41,0.37,0.4,S044_001_00000023_SUR.csv
0.5,0.32,0.86,0.23,0.38,0.65,0.63,0.48,0.42,0.52,0.88,0.74,0.65,0.41,0.4,0.5,0.66,S108_005_00000020_SAD.csv
0.6,0.29,0.91,0.42,0.31,0.41,0.41,0.15,0.31,0.4,0.42,0.6,0.56,0.39,0.24,0.36,0.55,S055_004_00000026_ANG.csv
0.43,0.63,0.43,0.25,0.85,0.71,0.48,0.75,0.96,0.87,0.35,0.25,0.78,0.48,0.91,0.59,0.73,S128_011_00000014_HPY.csv
0.9,0.92,0.6,0.63,0.22,0.59,0.26,0.15,0.36,0.23,0.71,0.59,0.78,0.31,0.64,0.46,0.5,S122_001_00000011_SUR.csv
0.93,0.97,0.65,0.89,0.21,0.68,0.38,0.19,0.46,0.28,0.76,0.6,0.74,0.35,0.66,0.56,0.4,S053_001_00000022_SUR.csv
0.3,0.19,0.18,0.12,0.85,0.46,0.46,0.68,0.95,0.89,0.41,0.29,0.6,0.46,0.79,0.27,0.46,S062_004_00000024_HPY.csv
0.63,0.26,0.38,0.55,0.77,0.55,0.33,0.6,0.93,0.56,0.42,0.26,0.8,0.53,0.88,0.64,0.33,S135_012_00000020_HPY.csv
0.33,0.23,0.45,0.35,0.91,0.62,0.74,0.83,0.9,0.89,0.53,0.26,0.75,0.38,0.88,0.21,0.75,S100_006_00000015_HPY.csv
0.59,0.27,0.52,0.46,0.53,0.69,0.65,0.63,0.68,0.7,0.78,0.27,0.86,0.23,0.84,0.55,0.42,S102_003_00000016_FER.csv
0.74,0.84,0.52,0.72,0.26,0.39,0.38,0.13,0.4,0.16,0.69,0.35,0.7,0.34,0.87,0.92,0.61,S100_002_00000013_SUR.csv
0.81,0.78,0.64,0.5,0.21,0.18,0.73,0.52,0.42,0.31,0.9,0.7,0.79,0.42,0.42,0.47,0.5,S026_002_00000015_SAD.csv
0.43,0.22,0.6,0.4,0.28,0.55,0.4,0.11,0.35,0.19,0.52,0.56,0.56,0.5,0.27,0.3,0.5,S075_008_00000012_ANG.csv
0.23,0.05,0.18,0.17,0.77,0.98,0.57,0.49,0.94,0.9,0.46,0.41,0.8,0.52,0.68,0.53,0.47,S034_005_00000009_HPY.csv
0.53,0.24,0.36,0.44,0.18,0.51,0.35,0.13,0.28,0.11,0.77,0.59,0.58,0.43,0.31,0.32,0.42,S064_004_00000012_SAD.csv
0.76,0.72,0.47,0.71,0.15,0.57,0.24,0.54,0.65,0.32,0.84,0.7,0.47,0.27,0.81,0.67,0.42,S101_002_00000017_SUR.csv
0.91,0.98,0.34,0.96,0.15,0.1,0.44,0.45,0.57,0.3,0.73,0.53,0.79,0.28,0.8,0.79,0.19,S026_001_00000015_SUR.csv
0.78,0.79,0.1,0.98,0.22,0.45,0.17,0.11,0.5,0.39,0.72,0.36,0.91,0.31,0.6,0.33,0.14,S091_001_00000013_FER.csv
0.21,0.18,0.3,0.18,0.85,0.76,0.57,0.6,0.96,0.85,0.42,0.2,0.87,0.43,0.9,0.46,0.42,S074_005_00000043_HPY.csv
0.19,0.15,0.27,0.19,0.84,0.75,0.55,0.61,0.96,0.83,0.44,0.21,0.87,0.4,0.9,0.53,0.43,S074_005_00000041_HPY.csv
0.31,0.19,0.54,0.29,0.91,0.94,0.61,0.8,0.92,0.73,0.5,0.43,0.77,0.37,0.92,0.63,0.68,S032_006_00000015_HPY.csv
0.88,0.96,0.27,0.77,0.24,0.3,0.26,0.19,0.48,0.35,0.55,0.33,0.76,0.29,0.86,0.5,0.3,S070_002_00000016_SUR.csv
0.27,0.27,0.53,0.27,0.66,0.66,0.45,0.43,0.68,0.58,0.55,0.75,0.84,0.55,0.32,0.39,0.69,S134_003_00000011_ANG.csv
0.5,0.09,0.56,0.21,0.43,0.94,0.48,0.2,0.55,0.67,0.48,0.61,0.6,0.38,0.6,0.32,0.63,S037_003_00000020_ANG.csv
0.45,0.39,0.87,0.76,0.78,0.85,0.76,0.69,0.63,0.69,0.96,0.83,0.91,0.5,0.49,0.51,0.28,S504_001_00000021_ANG.csv
0.56,0.31,0.92,0.48,0.3,0.42,0.44,0.19,0.31,0.44,0.86,0.81,0.74,0.51,0.2,0.28,0.73,S071_002_00000019_SAD.csv
0.69,0.63,0.36,0.5,0.12,0.22,0.23,0.27,0.37,0.26,0.5,0.44,0.69,0.27,0.75,0.68,0.57,S096_001_00000005_SUR.csv
0.86,0.89,0.8,0.86,0.15,0.62,0.17,0.16,0.35,0.15,0.65,0.36,0.78,0.29,0.74,0.4,0.34,S042_001_00000019_SUR.csv
0.67,0.4,0.73,0.42,0.51,0.51,0.41,0.57,0.61,0.4,0.64,0.36,0.86,0.25,0.81,0.2,0.29,S138_001_00000010_FER.csv
0.9,0.97,0.17,0.83,0.07,0.13,0.1,0.14,0.29,0.13,0.65,0.39,0.68,0.17,0.68,0.71,0.29,S089_001_00000014_SUR.csv
0.56,0.75,0.32,0.89,0.11,0.19,0.38,0.22,0.33,0.26,0.73,0.49,0.72,0.36,0.66,0.7,0.37,S133_009_00000005_SUR.csv
0.66,0.24,0.56,0.61,0.41,0.35,0.2,0.37,0.55,0.45,0.71,0.27,0.97,0.55,0.69,0.35,0.6,S011_003_00000014_FER.csv
0.85,0.95,0.47,0.66,0.08,0.11,0.16,0.14,0.27,0.27,0.65,0.5,0.75,0.31,0.38,0.48,0.5,S069_002_00000014_SUR.csv
0.48,0.29,0.68,0.27,0.87,0.89,0.66,0.7,0.94,0.86,0.54,0.33,0.82,0.36,0.93,0.57,0.74,S099_004_00000013_HPY.csv
0.82,0.92,0.32,0.96,0.11,0.39,0.14,0.1,0.21,0.29,0.71,0.81,0.68,0.45,0.43,0.63,0.33,S127_001_00000015_SUR.csv
0.53,0.36,0.6,0.46,0.79,0.91,0.66,0.83,0.94,0.83,0.45,0.27,0.7,0.36,0.95,0.63,0.68,S097_006_00000017_HPY.csv
0.44,0.51,0.48,0.41,0.42,0.79,0.64,0.31,0.4,0.29,0.46,0.74,0.7,0.49,0.23,0.35,0.81,S119_008_00000018_ANG.csv
0.7,0.61,0.51,0.59,0.29,0.45,0.38,0.15,0.41,0.33,0.66,0.43,0.76,0.32,0.71,0.67,0.45,S054_003_00000006_SUR.csv
0.53,0.3,0.82,0.33,0.32,0.6,0.56,0.5,0.44,0.45,0.89,0.75,0.66,0.45,0.36,0.47,0.53,S108_005_00000021_SAD.csv
0.22,0.05,0.19,0.16,0.76,0.98,0.55,0.48,0.93,0.92,0.42,0.37,0.77,0.54,0.64,0.5,0.45,S034_005_00000008_HPY.csv
0.51,0.55,0.94,0.42,0.4,0.73,0.53,0.18,0.3,0.43,0.57,0.74,0.63,0.42,0.44,0.48,0.66,S090_007_00000013_ANG.csv
0.31,0.17,0.86,0.23,0.35,0.75,0.7,0.29,0.32,0.13,0.58,0.5,0.6,0.45,0.38,0.5,0.9,S089_003_00000036_ANG.csv
0.33,0.23,0.46,0.35,0.91,0.67,0.76,0.82,0.9,0.89,0.54,0.27,0.73,0.39,0.87,0.22,0.76,S100_006_00000014_HPY.csv
0.88,0.51,0.87,0.59,0.35,0.65,0.3,0.3,0.51,0.7,0.72,0.25,0.95,0.28,0.7,0.37,0.37,S502_004_00000050_FER.csv
0.78,0.65,0.31,0.93,0.08,0.5,0.2,0.23,0.21,0.08,0.81,0.42,0.59,0.15,0.81,0.42,0.41,S044_001_00000024_SUR.csv
0.52,0.16,0.68,0.14,0.7,0.91,0.58,0.74,0.75,0.92,0.71,0.51,0.92,0.44,0.87,0.65,0.39,S046_003_00000015_FER.csv
0.7,0.41,0.61,0.21,0.46,0.33,0.65,0.56,0.29,0.54,0.95,0.94,0.9,0.47,0.16,0.69,0.7,S505_006_00000019_SAD.csv
0.65,0.6,0.34,0.47,0.71,0.34,0.61,0.46,0.9,0.83,0.52,0.36,0.57,0.31,0.69,0.35,0.37,S136_006_00000019_HPY.csv
0.79,0.74,0.38,0.78,0.17,0.63,0.17,0.09,0.39,0.1,0.57,0.35,0.67,0.18,0.8,0.85,0.43,S064_001_00000010_SUR.csv
0.44,0.17,0.52,0.45,0.45,0.48,0.62,0.33,0.2,0.23,0.74,0.71,0.85,0.52,0.2,0.29,0.48,S506_001_00000039_ANG.csv
0.73,0.83,0.47,0.72,0.2,0.27,0.32,0.11,0.35,0.13,0.68,0.38,0.79,0.27,0.79,0.82,0.57,S100_002_00000014_SUR.csv
0.28,0.16,0.45,0.11,0.82,0.82,0.63,0.7,0.91,0.86,0.35,0.28,0.84,0.35,0.87,0.46,0.43,S057_006_00000032_HPY.csv
0.56,0.23,0.59,0.17,0.97,0.92,0.65,0.91,0.95,0.93,0.6,0.54,0.85,0.49,0.86,0.46,0.49,S098_004_00000014_HPY.csv
0.82,0.72,0.42,0.73,0.62,0.67,0.38,0.61,0.89,0.8,0.6,0.42,0.97,0.31,0.81,0.12,0.37,S125_006_00000022_FER.csv
0.5,0.55,0.39,0.91,0.08,0.16,0.32,0.14,0.18,0.09,0.67,0.74,0.4,0.41,0.46,0.66,0.14,S138_004_00000012_SUR.csv
0.23,0.18,0.52,0.2,0.93,0.74,0.52,0.78,0.91,0.86,0.35,0.22,0.81,0.46,0.94,0.7,0.65,S010_006_00000013_HPY.csv
0.38,0.1,0.71,0.24,0.29,0.98,0.76,0.24,0.15,0.24,0.68,0.73,0.59,0.5,0.15,0.32,0.54,S034_003_00000026_ANG.csv
0.86,0.86,0.38,0.59,0.28,0.19,0.35,0.68,0.64,0.74,0.88,0.72,0.71,0.49,0.68,0.83,0.62,S014_001_00000028_SUR.csv
0.42,0.21,0.38,0.19,0.82,0.78,0.39,0.72,0.93,0.83,0.29,0.08,0.75,0.37,0.9,0.44,0.45,S109_006_00000013_HPY.csv
0.84,0.88,0.73,0.86,0.35,0.65,0.21,0.24,0.41,0.36,0.85,0.37,0.97,0.31,0.74,0.53,0.34,S504_004_00000014_FER.csv
0.27,0.18,0.16,0.12,0.83,0.44,0.42,0.69,0.94,0.88,0.42,0.27,0.64,0.51,0.69,0.34,0.47,S062_004_00000023_HPY.csv
0.8,0.81,0.43,0.61,0.14,0.44,0.26,0.27,0.4,0.22,0.53,0.42,0.72,0.21,0.91,0.83,0.58,S096_001_00000006_SUR.csv
0.88,0.85,0.31,0.75,0.15,0.36,0.21,0.23,0.5,0.34,0.8,0.84,0.7,0.57,0.52,0.82,0.37,S117_001_00000013_SUR.csv
0.65,0.74,0.24,0.96,0.13,0.57,0.2,0.24,0.33,0.24,0.47,0.21,0.66,0.26,0.78,0.87,0.24,S063_001_00000012_SUR.csv
0.94,0.96,0.4,0.91,0.06,0.11,0.24,0.12,0.15,0.25,0.72,0.8,0.71,0.54,0.4,0.88,0.45,S050_002_00000018_SUR.csv
0.43,0.3,0.43,0.38,0.88,0.65,0.39,0.76,0.95,0.8,0.33,0.32,0.64,0.44,0.86,0.43,0.71,S079_004_00000025_HPY.csv
0.54,0.24,0.81,0.46,0.72,0.83,0.67,0.61,0.66,0.55,0.66,0.46,0.92,0.38,0.81,0.47,0.49,S117_003_00000012_FER.csv
0.34,0.1,0.56,0.31,0.88,0.77,0.51,0.69,0.94,0.82,0.51,0.28,0.53,0.39,0.86,0.44,0.5,S087_005_00000011_HPY.csv
0.82,0.91,0.32,0.95,0.1,0.44,0.13,0.11,0.21,0.3,0.73,0.83,0.7,0.47,0.4,0.63,0.31,S127_001_00000017_SUR.csv
0.25,0.27,0.46,0.29,0.64,0.68,0.38,0.42,0.69,0.6,0.5,0.65,0.84,0.51,0.36,0.42,0.69,S134_003_00000010_ANG.csv
0.2,0.28,0.62,0.11,0.88,0.66,0.63,0.77,0.94,0.94,0.38,0.26,0.85,0.36,0.89,0.62,0.92,S106_006_00000009_HPY.csv
0.86,0.92,0.53,0.58,0.16,0.39,0.25,0.17,0.31,0.13,0.82,0.52,0.69,0.27,0.76,0.67,0.73,S092_001_00000016_SUR.csv
0.95,0.98,0.28,0.87,0.29,0.53,0.3,0.57,0.67,0.35,0.82,0.65,0.53,0.33,0.79,0.5,0.52,S056_003_00000010_SUR.csv
0.41,0.42,0.32,0.31,0.85,0.67,0.73,0.65,0.94,0.91,0.67,0.46,0.91,0.47,0.87,0.57,0.46,S137_011_00000020_HPY.csv
0.58,0.23,0.78,0.34,0.67,0.89,0.63,0.53,0.59,0.62,0.6,0.44,0.89,0.38,0.72,0.37,0.63,S068_004_00000010_FER.csv
0.44,0.27,0.67,0.22,0.87,0.88,0.65,0.71,0.95,0.85,0.52,0.32,0.78,0.36,0.94,0.56,0.74,S099_004_00000014_HPY.csv
0.88,0.92,0.3,0.77,0.08,0.4,0.17,0.1,0.38,0.18,0.69,0.35,0.55,0.33,0.7,0.54,0.5,S114_001_00000017_SUR.csv
0.77,0.56,0.22,0.49,0.83,0.68,0.41,0.84,0.97,0.88,0.46,0.36,0.78,0.59,0.93,0.69,0.55,S056_004_00000020_HPY.csv
0.39,0.31,0.29,0.3,0.89,0.83,0.62,0.83,0.94,0.79,0.46,0.31,0.78,0.42,0.89,0.46,0.7,S068_002_00000015_HPY.csv
0.79,0.69,0.71,0.59,0.12,0.14,0.3,0.14,0.23,0.28,0.85,0.63,0.74,0.48,0.14,0.19,0.39,S136_003_00000013_SAD.csv
0.51,0.25,0.35,0.35,0.36,0.54,0.4,0.51,0.42,0.41,0.57,0.6,0.59,0.58,0.27,0.38,0.46,S117_006_00000008_ANG.csv
0.87,0.63,0.53,0.86,0.43,0.08,0.31,0.23,0.61,0.5,0.77,0.32,0.99,0.47,0.58,0.33,0.44,S506_004_00000037_FER.csv
0.82,0.69,0.65,0.64,0.13,0.12,0.28,0.13,0.26,0.29,0.83,0.58,0.75,0.49,0.15,0.22,0.37,S136_003_00000012_SAD.csv
0.41,0.23,0.81,0.55,0.72,0.93,0.65,0.68,0.62,0.64,0.71,0.49,0.84,0.44,0.82,0.48,0.7,S032_004_00000013_FER.csv
0.34,0.1,0.54,0.26,0.88,0.93,0.63,0.71,0.86,0.8,0.43,0.21,0.95,0.45,0.86,0.55,0.63,S011_006_00000013_HPY.csv
0.83,0.97,0.22,0.86,0.1,0.37,0.22,0.21,0.28,0.24,0.7,0.75,0.43,0.4,0.5,0.78,0.41,S102_002_00000017_SUR.csv
0.59,0.32,0.92,0.5,0.3,0.4,0.43,0.2,0.31,0.41,0.86,0.82,0.74,0.48,0.2,0.25,0.74,S071_002_00000020_SAD.csv
0.43,0.3,0.58,0.35,0.48,0.63,0.45,0.49,0.4,0.41,0.88,0.75,0.72,0.53,0.29,0.45,0.69,S132_002_00000018_SAD.csv
0.41,0.21,0.5,0.32,0.81,0.7,0.61,0.71,0.92,0.88,0.41,0.41,0.66,0.45,0.9,0.58,0.42,S094_004_00000010_HPY.csv
0.88,0.92,0.66,0.56,0.24,0.5,0.33,0.35,0.44,0.38,0.74,0.58,0.59,0.33,0.88,0.75,0.66,S099_001_00000012_SUR.csv
0.89,0.91,0.61,0.61,0.22,0.65,0.26,0.16,0.35,0.22,0.72,0.64,0.77,0.33,0.62,0.42,0.5,S122_001_00000010_SUR.csv
0.84,0.94,0.52,0.95,0.17,0.24,0.35,0.2,0.33,0.43,0.64,0.36,0.66,0.29,0.75,0.7,0.47,S067_002_00000014_SUR.csv
0.39,0.22,0.49,0.18,0.96,0.91,0.75,0.89,0.95,0.72,0.67,0.27,0.81,0.35,0.94,0.63,0.67,S132_006_00000021_HPY.csv
